"R0000100","R0002300","R0365500","R0385200","R0530300","R0543950","R0587700","R0635500","R0682100"
2214,1,6344,1,-5,-5,-5,-5,-5
2215,1,5500,1,21000,1,23000,28000,1
2216,1,7200,1,12000,1,16000,0,3
2217,1,12000,1,-5,-5,10000,0,1
2218,1,10000,1,18000,1,22000,22000,1
2219,1,-5,-5,3000,1,2500,15500,1
2220,2,-5,-5,-5,-5,-5,-5,-5
2221,2,-5,-5,-5,-5,-5,-5,-5
2222,2,0,4,240,3,-5,-4,8
2223,2,2500,2,6000,1,15000,12000,2
2224,1,0,4,2000,4,21500,33000,1
2225,1,10000,1,23000,1,24000,30000,1
2226,1,13000,1,35000,1,42000,35000,1
2227,1,2100,3,20000,1,5640,32000,1
2228,1,1600,4,11200,1,12500,11000,1
2229,1,1500,1,0,4,3800,-5,-5
2230,1,8500,1,14000,1,16000,16000,1
2231,1,12000,1,6000,3,16500,30000,2
2232,1,1000,1,8000,1,10200,14000,1
2233,1,4500,4,4500,1,17000,18000,1
2234,1,6000,3,15000,1,20000,8000,1
2235,1,11000,1,19000,1,25000,33000,1
2236,1,5000,1,12000,1,4000,1500,1
2237,1,6000,1,16000,1,17000,20000,1
2238,1,-5,-5,8500,1,11000,12000,2
2239,1,4500,1,15000,1,16700,21000,-5
2240,1,12000,1,20000,1,21000,28000,1
2241,1,6100,2,11500,1,19000,16000,1
2242,1,-5,-5,-5,-5,-5,-5,-5
2243,1,-5,-5,-5,-5,-5,-5,-5
2244,1,4500,1,13000,1,12000,5000,1
2245,1,11500,1,14000,1,25000,30000,1
2246,1,5000,1,15000,2,22000,23000,1
2247,1,9000,1,15000,1,25000,27000,1
2248,1,-5,-5,-5,-5,-5,-5,-5
2249,1,-5,-5,-5,-5,12000,6000,1
2250,1,10800,1,17700,1,21500,25500,1
2251,1,-5,-5,8355,1,-5,-5,-5
2252,1,-5,-5,-5,-5,-5,-5,-5
2253,1,-5,-5,-5,-5,-5,-5,-5
2254,1,12000,1,18000,1,0,25000,1
2255,1,6000,1,-1,1,15600,-5,-5
2256,1,-5,-5,15000,1,16000,18000,1
2257,1,-5,-5,14000,1,13000,13700,1
2258,1,300,1,-5,-5,-5,-5,-5
2259,1,5000,3,-5,-5,-5,-5,-5
2260,1,10000,1,13000,1,19500,18000,1
2261,1,11688,1,15900,1,18000,20000,1
2262,1,0,1,-5,-5,-5,-5,-5
2263,1,18000,1,9500,1,12000,16000,3
2264,1,8020,1,14000,1,15000,25000,1
2265,1,6000,1,10920,1,14000,16000,1
2266,1,-5,-5,14000,1,19000,20000,1
2267,1,550,4,9732,1,12000,13000,-5
2268,1,11000,1,8000,1,0,0,1
2269,1,2500,1,3000,3,13000,13000,1
2270,1,3500,3,16800,1,-5,-5,-5
2271,1,2000,1,8300,1,10500,11500,2
2272,1,9000,1,15600,1,16200,20500,1
2273,1,5200,1,13500,1,14000,18000,1
2274,1,10000,1,4800,1,19000,22000,2
2275,1,-5,-5,12200,1,15500,20000,1
2276,1,1400,3,12500,1,21000,40000,1
2277,1,5000,1,5100,1,11500,15000,1
2278,1,14000,1,17000,1,-5,-5,-5
2279,1,10000,1,16200,1,20000,21000,1
2280,1,5000,1,13000,1,23000,24500,1
2281,1,4500,1,-5,-5,21500,30000,1
2282,1,1500,1,0,1,0,0,1
2283,1,8400,1,18000,1,21000,26000,1
2284,1,5700,1,9000,1,11000,13000,1
2285,1,0,1,0,1,0,0,1
2286,1,10400,1,16000,1,18000,20000,-5
2287,3,-5,-5,900,2,8000,1300,4
2288,1,8700,1,3000,1,16000,12000,3
2289,1,0,1,0,1,0,0,1
2290,1,-5,-5,-5,-5,-5,-5,-5
2291,1,4500,1,-5,-5,-5,-5,-5
2292,1,6000,1,8800,1,11200,12000,1
2293,1,0,1,0,1,0,0,1
2294,1,9000,1,15000,1,18000,19000,1
2295,1,5000,1,-5,-5,-5,-5,-5
2296,1,2500,1,9000,1,14000,24000,1
2297,1,0,1,0,1,0,0,1
2298,1,0,1,-5,-5,-5,-5,-5
2299,1,10200,1,18000,1,26000,24000,1
2300,1,-5,-5,14000,1,18000,22000,1
2301,1,13500,1,28000,1,25000,30000,1
2302,1,8000,1,24000,1,26000,32000,1
2303,1,-5,-5,13000,1,14000,15000,1
2304,1,3900,1,19000,1,24000,40000,1
2305,1,2800,1,16000,1,21000,30000,1
2306,1,7500,1,10500,1,18000,13167,2
2307,1,8900,1,10500,1,9300,15500,1
2308,1,8320,1,600,1,3000,0,1
2309,1,6600,1,10000,2,14450,16000,1
2310,1,10000,1,11440,1,5000,0,1
2311,1,-5,-5,-5,-5,16000,20000,1
2312,1,-5,-5,-5,-5,0,21934,1
2313,1,9220,1,0,1,0,21840,1
2314,1,7800,1,15000,1,17000,20000,1
2315,1,-5,-5,6000,1,-5,-5,-5
2316,1,8400,1,13500,1,25000,25000,1
2317,1,7200,1,12200,1,18000,20000,1
2318,1,4000,1,11000,1,8000,13000,1
2319,1,12000,1,600,1,12000,-5,1
2320,1,-5,-5,-5,-5,18000,5200,1
2321,1,-5,-5,-5,-5,0,13800,1
2322,1,2700,1,16000,2,25000,37000,1
2323,1,1400,3,11000,1,-1,15000,1
2324,1,3700,1,17680,1,20000,38000,1
2325,1,11400,1,20000,1,20000,24000,1
2326,1,2500,3,-4,1,12000,-5,-5
2327,1,-5,-5,11000,1,17000,14000,1
2328,1,-5,-5,15000,1,5000,25000,1
2329,1,0,1,22000,1,20000,22000,1
2330,1,7800,1,15000,1,15000,15000,1
2331,1,2200,1,950,1,0,0,1
2332,1,-5,-5,-5,-5,-5,-5,-5
2333,1,10000,1,7200,1,15000,17000,-5
2334,1,8000,1,-5,-5,-5,-5,-5
2335,1,-5,-5,-5,-5,-5,-5,-5
2336,1,5600,1,7000,1,9600,10800,1
2337,1,-4,1,-1,3,9600,-1,1
2338,1,7800,1,13500,1,14000,20000,1
2339,1,700,1,9580,1,11500,20000,1
2340,1,4000,1,14000,1,23300,28000,1
2341,1,1000,1,-5,-5,-5,-5,-5
2342,1,2040,8,14000,1,16000,25000,2
2343,1,5200,1,6500,1,7200,10000,1
2344,1,-5,-5,-5,-5,-5,-5,-5
2345,1,3600,1,13000,1,17000,20000,1
2346,1,800,1,10863,1,6000,7800,1
2347,1,-5,-5,17000,1,29400,40000,1
2348,1,6700,1,13000,1,13000,15000,1
2349,1,4360,1,9000,1,0,0,1
2350,1,7000,1,8000,1,14480,16000,1
2351,1,0,1,15000,1,15000,0,1
2352,1,5000,1,11000,1,13000,15000,1
2353,1,4500,1,9800,1,11000,10474,1
2354,1,8000,1,17000,1,20000,0,1
2355,1,-5,-5,1400,4,8500,10000,1
2356,1,-5,-5,13000,1,-5,45000,1
2357,1,-5,-5,-5,-5,-5,-5,-5
2358,1,2000,1,10000,1,11500,13000,1
2359,1,6800,1,-5,-5,-5,-5,-5
2360,1,7000,1,14000,1,18500,23000,1
2361,1,0,1,0,1,0,0,1
2362,1,3500,1,12000,1,17280,24000,1
2363,1,5200,1,14000,8,0,20000,1
2364,1,8500,1,-5,-5,13000,14000,1
2365,1,3000,8,-5,-5,13000,22000,1
2366,1,-5,-5,10000,1,-4,13000,1
2367,1,3000,1,-5,-5,3000,5200,1
2368,1,13000,1,22000,1,19000,10400,1
2369,1,9500,1,11200,1,15000,16900,1
2370,1,4000,1,11500,1,14000,16000,1
2371,1,2080,1,1869,1,0,0,8
2372,1,6000,1,17000,1,21000,27000,1
2373,1,850,1,500,1,-5,10000,1
2374,1,5700,1,-1,1,-1,-1,1
2375,1,12000,1,15000,1,22000,27000,1
2376,1,-5,-5,-5,-5,-5,-5,-5
2377,1,2000,1,12000,1,13000,15000,1
2378,1,4000,1,1500,1,8500,-5,1
2379,1,0,4,15000,1,-5,-5,-5
2380,1,8000,1,-5,-5,-5,-5,-5
2381,1,7500,1,16000,1,16000,30000,1
2382,1,1350,1,14000,1,19000,20000,1
2383,1,4460,1,9360,1,12000,18000,1
2384,1,7000,1,-5,-5,-5,-5,-5
2385,1,-5,-5,-5,-5,-5,-5,-5
2386,1,-4,1,-5,-5,-5,-5,-5
2387,1,3360,1,11000,1,12000,-5,-5
2388,1,4000,1,4000,2,8750,11700,-5
2389,2,4876,1,-5,-5,-5,-5,-5
2390,2,200,1,0,3,4200,12000,1
2391,2,0,8,3900,1,10000,8000,1
2392,1,10000,1,24900,1,27000,30000,1
2393,2,0,6,500,1,2500,800,1
2394,2,-5,-5,-5,-5,-5,-5,-5
2395,1,10000,1,-5,-5,-5,-5,-5
2396,1,0,1,0,2,0,0,1
2397,1,4500,1,-5,-5,-5,-5,-5
2398,1,-4,1,750,1,0,0,1
2399,1,1200,4,17500,1,23800,28700,1
2400,1,-5,-5,-5,-5,-5,-5,-5
2401,2,4000,1,0,1,1800,9200,1
2402,1,12000,1,18000,1,28000,37000,1
2403,1,9700,1,-5,-5,-5,-5,-5
2404,1,-5,-5,14650,1,23000,33000,1
2405,1,-5,-5,-5,-5,-5,-5,-5
2406,1,8000,1,1700,1,-5,-5,-5
2407,1,-5,-5,-5,-5,-5,-5,-5
2408,2,6000,1,1600,1,9600,15000,1
2409,1,10000,1,15600,1,14566,-4,1
2410,1,300,8,3000,1,-5,-5,1
2411,1,165,1,3600,1,11000,0,-5
2412,2,-5,-5,900,3,-5,-5,-5
2413,2,-5,-5,-4,1,-5,-5,-5
2414,2,0,6,0,6,0,0,-5
2415,2,1600,3,-4,1,0,6933,1
2416,2,500,3,-5,-5,-5,-5,-5
2417,1,8000,1,9800,1,6900,11000,1
2418,1,4000,1,10000,1,21000,17700,1
2419,1,2400,1,400,1,-4,10000,-5
2420,2,-5,-5,-5,-5,-5,-5,-5
2421,2,13000,1,-5,-5,-5,-5,-5
2422,2,5400,1,9000,1,12000,9000,1
2423,2,-5,-5,-5,-5,-5,-5,-5
2424,1,9000,1,3000,3,20000,25000,-5
2425,1,6297,1,0,1,16000,0,1
2426,1,-5,-5,6000,1,3000,12000,1
2427,1,-5,-5,7400,1,3500,14000,1
2428,1,7000,1,1000,1,-5,-5,-5
2429,1,8800,1,14000,1,19000,30000,1
2430,2,-5,-5,-5,-5,3000,14170,1
2431,2,6000,1,7000,1,15000,26700,1
2432,1,2500,1,18000,1,24000,26500,1
2433,1,10000,2,14200,1,21000,21000,1
2434,1,5000,1,-5,-5,-5,-5,-5
2435,1,5000,1,15000,1,24000,18000,1
2436,1,4300,1,2500,1,13000,20000,1
2437,1,4000,1,-4,1,0,0,1
2438,1,12000,1,10000,1,14000,-5,1
2439,1,125,4,14500,1,21500,25000,1
2440,1,2000,1,7200,1,4000,15600,1
2441,1,8500,1,1800,1,18000,23000,1
2442,1,2200,1,15600,1,15000,19000,1
2443,1,8500,1,-5,-5,-5,-5,-5
2444,1,2500,1,7376,1,25000,24500,1
2445,1,10000,1,9000,1,11000,11000,1
2446,1,6650,1,12400,1,15496,18200,1
2447,1,-5,-5,-5,-5,6000,-5,1
2448,1,-5,-5,-5,-5,-5,-5,-5
2449,2,-5,-5,-5,-5,-5,-5,-5
2450,2,3300,1,6000,1,7000,11000,1
2451,1,700,3,12500,1,14500,20000,1
2452,2,7000,1,-5,-5,-5,-5,-5
2453,2,-5,-5,-5,-5,-5,-5,-5
2454,2,-5,-5,-5,-5,-5,-5,-5
2455,2,4500,3,-5,-5,-5,-5,-5
2456,2,3300,1,-5,-5,6000,8000,-5
2457,2,2500,1,15000,2,16500,20800,1
2458,2,350,1,11000,1,17000,13000,1
2459,2,3024,3,-5,-5,-5,-5,-5
2460,1,12000,1,24000,1,33000,45000,1
2461,1,7000,1,18000,1,19000,21000,1
2462,2,6000,1,20000,1,19000,22000,1
2463,2,-5,-5,12000,1,12300,13000,1
2464,2,6500,1,9000,8,-5,-5,-5
2465,2,3000,1,-5,-5,-5,-5,1
2466,2,900,1,3900,8,-5,-5,1
2467,1,0,4,0,1,10000,16000,1
2468,1,0,4,4050,1,780,-5,4
2469,2,-5,-5,-5,-5,0,-5,-5
2470,2,6500,1,8500,1,-5,-5,-5
2471,2,2000,1,-5,-5,11000,11000,1
2472,2,-5,-5,-5,-5,-5,-5,-5
2473,2,2000,3,0,3,-5,-5,1
2474,2,-5,-5,0,3,9000,19000,3
2475,2,7540,1,6765,1,-5,10000,-5
2476,2,-5,-5,-5,-5,-5,-5,-5
2477,2,5000,1,5000,1,8720,15600,1
2478,2,11500,1,16000,1,14600,18000,1
2479,2,5000,1,8000,1,9300,8900,1
2480,2,5000,1,1500,1,5000,2000,1
2481,2,-5,-5,5192,3,-5,-5,-5
2482,2,-5,-5,-5,-5,-5,-5,-5
2483,1,10000,1,17600,1,22000,-5,-5
2484,2,700,1,-5,-5,-5,-5,-5
2485,2,1100,1,-1,1,10000,-1,1
2486,2,-4,1,14000,1,15850,20000,1
2487,2,2100,1,10000,1,10000,12000,1
2488,2,4300,1,10000,1,-5,13000,1
2489,1,-5,-5,6000,1,8500,11000,1
2490,1,-5,-5,-5,-5,-5,-5,-5
2491,1,7000,1,-1,1,-5,-1,-5
2492,1,2500,1,15000,2,5000,10100,1
2493,1,-4,1,15000,1,15500,15000,3
2494,2,-5,-5,-5,-5,-5,-5,-5
2495,2,3100,3,-5,-5,-5,-5,-5
2496,2,3369,1,-5,-5,-5,-5,-5
2497,2,3000,1,7000,3,-5,-5,-5
2498,2,10000,1,-5,-5,-5,-5,-5
2499,2,3000,1,6500,1,7020,7000,1
2500,2,5400,3,600,1,0,0,8
2501,2,5000,1,7000,1,0,0,1
2502,2,30,3,3200,1,1200,0,3
2503,2,2357,1,7200,3,7500,10400,-5
2504,1,10100,2,17000,1,22640,23000,1
2505,2,-5,-5,7500,1,9959,13000,1
2506,2,9000,1,0,1,0,0,1
2507,2,600,1,900,1,-5,-5,-5
2508,2,-5,-5,-5,-5,0,11000,1
2509,2,450,1,8000,1,12000,-4,3
2510,1,6212,1,7800,1,11648,13260,2
2511,2,5200,1,10000,1,-5,14000,1
2512,2,2400,1,12000,1,15750,25000,1
2513,2,6200,1,9000,1,11472,14000,1
2514,2,-5,-5,12000,1,13200,171,1
2515,2,1267,1,8000,1,12000,15000,1
2516,2,900,1,3100,1,13756,5300,1
2517,2,1000,3,4464,1,4644,6780,1
2518,2,8000,1,14500,2,18000,20000,1
2519,2,2500,1,8000,8,7000,17160,-5
2520,1,10100,1,1750,1,-5,22000,1
2521,1,-5,-5,-5,-5,-5,-5,-5
2522,1,1400,8,13500,1,17000,22000,1
2523,1,10000,1,11000,1,13000,20000,1
2524,1,1200,1,7340,1,9600,9600,1
2525,1,-5,-5,-5,-5,-5,-5,-5
2526,1,3000,1,8000,1,9000,12500,1
2527,1,1000,1,16000,1,20000,20200,1
2528,1,8400,1,15500,1,18500,25000,1
2529,1,800,1,8500,4,3500,9400,1
2530,2,-5,-5,-5,-5,-5,-5,-5
2531,2,8000,1,12000,1,12500,16500,1
2532,2,-5,-5,16000,1,18000,-5,-5
2533,2,-5,-5,8000,1,-5,14000,1
2534,2,3800,1,5000,1,-5,7000,1
2535,2,-5,-5,-5,-5,-5,-5,-5
2536,2,2400,1,6200,1,6200,7800,1
2537,2,2000,1,7000,3,6292,9000,3
2538,2,5990,1,10500,1,10000,10800,1
2539,2,-5,-5,-5,-5,-5,-5,-5
2540,1,5500,1,7000,1,12000,16000,1
2541,1,8000,1,5000,8,-5,14500,1
2542,1,9500,1,9000,1,12000,22700,1
2543,1,8000,1,9500,1,10500,10000,1
2544,1,3500,4,22500,1,34528,33500,1
2545,1,1500,1,11000,1,13000,14000,1
2546,1,2600,1,6500,1,11180,11000,1
2547,1,6500,1,-5,-5,-5,-5,-5
2548,1,6000,1,4500,1,13000,13000,-5
2549,1,2700,1,5000,1,8800,10000,1
2550,2,3000,1,-5,-5,-5,-5,1
2551,2,-5,-5,-5,-5,-5,-5,-5
2552,2,12000,1,18000,1,0,23000,1
2553,2,-5,-5,-5,-5,-5,-5,-5
2554,2,3000,1,-4,1,-5,-5,-5
2555,2,-5,-5,-5,-5,-5,-5,-5
2556,2,-5,-5,-5,-5,-5,-5,-5
2557,2,800,1,1100,3,10000,10000,1
2558,1,6981,1,10720,1,10600,16000,1
2559,1,1200,4,0,1,-5,-5,-5
2560,2,5000,1,-5,-5,-5,-5,-5
2561,1,3150,1,15538,1,20330,25000,1
2562,1,4100,1,-4,1,22000,-1,-5
2563,2,1400,4,10000,1,11000,16000,3
2564,2,3000,1,15000,1,21000,16000,-5
2565,2,2500,3,5000,3,-5,9000,1
2566,2,-5,-5,-5,-5,-5,-5,-5
2567,2,-5,-5,-5,-5,-5,-5,-5
2568,2,300,1,-5,-5,-5,-5,3
2569,1,6000,1,-5,-5,-5,-5,-5
2570,1,8000,1,16000,1,13500,16000,1
2571,2,0,8,0,8,-5,0,-5
2572,1,5000,1,12000,1,-5,26000,1
2573,2,-5,-5,-5,-5,-5,-5,-5
2574,2,-5,-5,13000,1,14000,23000,1
2575,2,-5,-5,6000,1,13962,24000,1
2576,2,-5,-5,9000,1,11000,-5,1
2577,2,-5,-5,-5,-5,-5,-5,-5
2578,2,-5,-5,8000,1,-5,-5,-5
2579,1,3000,1,13000,1,13200,0,1
2580,1,2630,1,7000,1,18000,9500,1
2581,1,8400,1,15800,1,19000,25000,1
2582,1,-5,-5,14000,1,16000,25000,1
2583,1,5000,1,10000,1,15000,15676,1
2584,1,11000,1,25000,1,25000,34000,1
2585,1,800,1,0,3,6000,4200,8
2586,1,0,1,0,1,0,17600,1
2587,1,6000,1,8000,1,11000,3870,-5
2588,1,6000,1,-5,-5,-5,-5,-5
2589,2,6600,1,13000,1,15000,14744,1
2590,2,-5,-5,-5,-5,-5,-5,-5
2591,1,3900,1,9000,1,0,-1,-5
2592,1,1500,1,-5,-5,-5,-5,-5
2593,1,9500,1,4000,1,14300,15500,1
2594,1,10000,1,25000,1,30000,50000,1
2595,2,-5,-5,10000,1,13500,10000,1
2596,1,3000,3,17000,1,23000,16200,1
2597,1,3400,3,17500,1,-5,-5,-5
2598,1,-5,-5,-5,-5,-5,-5,-5
2599,2,7200,1,0,8,16000,12300,1
2600,2,4000,1,7000,1,10000,12500,1
2601,2,-5,-5,-5,-5,7000,25000,-5
2602,2,750,1,6500,1,11000,18000,1
2603,1,9000,1,18000,1,21000,24000,1
2604,2,9000,2,10284,1,-5,-5,-5
2605,2,675,8,8000,1,11400,12000,1
2606,2,3550,2,9000,1,19240,21000,1
2607,2,1100,3,9000,1,13000,-1,1
2608,2,6000,1,15000,1,0,0,1
2609,1,7350,1,-5,-5,-5,-5,-5
2610,1,8250,1,13000,1,19200,20000,1
2611,1,4100,2,10000,1,11000,16000,1
2612,1,13000,1,23000,1,26000,34000,1
2613,2,8000,1,12000,2,-1,-1,-5
2614,1,800,1,-5,-5,-5,-5,-5
2615,1,-5,-5,-5,-5,-5,-5,-5
2616,1,-4,1,-5,-5,-5,-5,1
2617,1,-5,-5,-5,-5,-5,-5,-5
2618,1,18000,1,35500,1,41000,50000,1
2619,1,13000,1,30000,1,35000,46000,1
2620,2,5000,1,4320,1,5000,-5,-5
2621,2,6500,1,12500,1,14500,16500,1
2622,2,850,1,3000,3,11000,-5,1
2623,2,2200,8,-5,-5,-5,-5,-5
2624,2,-5,-5,-5,-5,-5,-5,-5
2625,2,1800,1,-5,-5,12000,24000,1
2626,2,-5,-5,6888,1,-5,-5,-5
2627,2,4900,1,7500,1,6000,-5,1
2628,1,10500,1,16000,1,24000,25000,1
2629,1,-5,-5,7167,1,15000,17500,1
2630,1,7000,1,0,8,0,0,8
2631,1,8800,1,0,6,2156,0,8
2632,1,14000,1,0,1,0,0,1
2633,2,8600,1,22000,1,21000,32000,1
2634,1,600,3,385,1,-5,-5,-5
2635,2,-5,-5,-5,-5,-5,-5,-5
2636,1,10600,1,18000,1,3000,30000,1
2637,1,0,4,15000,1,16500,18000,1
2638,1,1000,1,12000,1,16000,20000,1
2639,1,2000,1,5000,1,1080,16000,1
2640,1,6200,1,7000,1,-5,-5,-5
2641,1,-5,-5,-5,-5,-5,-5,-5
2642,1,7300,3,17500,1,22500,27000,1
2643,2,-5,-5,-5,-5,-5,-5,-5
2644,2,-5,-5,-5,-5,-5,-5,-5
2645,1,-4,1,13300,1,15200,17500,1
2646,1,0,4,10600,1,-1,-1,1
2647,1,-5,-5,-5,-5,-5,-5,-5
2648,1,4000,1,-5,-5,-5,-5,-5
2649,1,0,8,12000,1,10000,10500,1
2650,2,-5,-5,-5,-5,17000,18000,1
2651,1,-5,-5,-5,-5,-5,-5,-5
2652,2,6100,1,12000,1,-5,15000,1
2653,2,5910,8,-5,-5,-5,-5,-5
2654,2,-5,-5,-5,-5,-5,-5,-5
2655,2,450,1,-5,-5,-5,-5,3
2656,2,-5,-5,-5,-5,-5,-5,-5
2657,1,9500,1,8000,3,0,2500,1
2658,1,-5,-5,-5,-5,-5,-5,-5
2659,1,200,8,6000,2,0,16000,4
2660,1,-5,-5,-5,-5,-5,-5,-5
2661,2,8000,1,15000,1,10000,-4,-5
2662,2,-5,-5,-5,-5,-5,-5,-5
2663,2,6960,1,-5,-5,-5,-5,-5
2664,1,-5,-5,-5,-5,-5,-5,-5
2665,1,5928,1,11700,3,14000,15000,-5
2666,1,-5,-5,13000,1,13000,14000,-5
2667,1,13000,1,20000,2,20800,0,1
2668,1,6000,1,11000,1,14000,16000,1
2669,1,7280,1,13000,1,17500,16000,1
2670,1,6864,1,10504,1,13640,16000,1
2671,1,16000,3,14900,2,26000,25000,2
2672,1,7500,1,20000,1,25000,30000,1
2673,1,6500,1,21000,1,27500,34000,1
2674,1,12000,1,19000,1,30000,35000,1
2675,2,4500,1,16000,1,0,21000,1
2676,2,-5,-5,-5,-5,-5,-5,3
2677,2,-5,-5,10000,1,11200,13000,1
2678,2,6000,1,3000,1,-5,8000,1
2679,2,8700,1,4200,1,-5,-1,1
2680,2,10700,2,-5,-5,21000,-5,-5
2681,2,700,3,-5,-5,9000,-5,-5
2682,2,7000,1,6500,1,7000,8000,-5
2683,2,6000,1,17000,1,23500,30000,1
2684,2,-5,-5,-5,-5,-5,-5,-5
2685,1,12000,1,-4,1,0,-5,-5
2686,1,12000,1,10000,1,50000,0,1
2687,2,4000,1,8000,1,-5,-5,-5
2688,2,-4,1,-5,-5,-5,-5,-5
2689,2,-5,-5,11000,1,6600,9000,2
2690,2,7000,2,9600,1,-5,-5,-5
2691,1,14000,1,20450,1,-5,-5,-5
2692,1,9200,2,17000,1,16000,20000,1
2693,3,5000,1,-5,-5,-5,-5,-5
2694,2,3500,1,-5,-5,-5,-5,1
2695,2,9000,1,23000,1,19000,26000,1
2696,2,-5,-5,-5,-5,-5,-5,-5
2697,2,2500,8,1800,3,2000,2600,3
2698,2,-5,-5,16000,1,20000,20000,1
2699,2,-5,-5,-5,-5,-5,-5,-5
2700,2,-5,-5,-5,-5,-5,-5,-5
2701,2,3000,1,-5,-5,-5,-5,1
2702,2,5500,1,20000,1,19263,30000,1
2703,1,-5,-5,-5,-5,-5,-5,-5
2704,2,-5,-5,-5,-5,-5,-5,-5
2705,2,4897,1,-5,-5,8700,13070,1
2706,2,3500,3,-5,-5,-5,-5,-5
2707,2,10000,1,5200,2,-5,5562,1
2708,2,8300,1,15000,1,18000,23000,1
2709,2,2800,1,-5,-5,-5,-5,-5
2710,2,500,1,12000,1,19000,20000,1
2711,2,-5,-5,-5,-5,-5,-5,-5
2712,2,8000,1,17000,1,18000,-5,1
2713,2,7500,1,2500,1,13000,0,-5
2714,2,-5,-5,-5,-5,-5,-5,-5
2715,2,-5,-5,-5,-5,-5,-5,-5
2716,2,-5,-5,-5,-5,-5,-5,-5
2717,2,-5,-5,-5,-5,8500,17000,1
2718,2,3500,1,-5,-5,-5,-5,-5
2719,2,-5,-5,0,8,8000,-5,8
2720,2,-5,-5,-5,-5,-5,-5,-5
2721,2,4300,1,9000,1,-5,-5,-5
2722,2,-5,-5,3000,1,-5,-5,-5
2723,2,-5,-5,-1,1,-5,-5,-5
2724,2,4000,1,-5,-5,13000,8000,1
2725,2,4000,1,0,6,0,0,8
2726,2,6000,1,-5,-5,-5,-5,-5
2727,2,200,1,-5,-5,-5,-5,-5
2728,1,0,3,7500,1,10500,14000,1
2729,1,1000,4,12000,1,25000,-1,1
2730,2,0,4,12675,1,11000,12000,1
2731,2,7500,1,10000,1,17000,8500,1
2732,2,9000,1,9850,1,10000,13000,2
2733,1,10900,1,17500,1,24000,26000,1
2734,1,0,4,18000,1,20000,30000,1
2735,1,2000,1,8100,1,16000,15000,1
2736,2,2400,1,7000,1,12500,16000,1
2737,2,7000,1,600,1,9000,10000,1
2738,1,5000,1,12000,3,10000,13000,1
2739,1,6700,1,10000,1,3000,8400,1
2740,1,2000,3,12860,1,-1,23000,1
2741,1,2000,2,4300,1,3500,-5,-5
2742,1,4950,1,13000,1,16000,12480,2
2743,1,13000,1,26500,1,5000,0,1
2744,1,9000,1,13000,1,-1,0,1
2745,2,3300,1,7524,1,11280,10200,1
2746,2,-5,-5,-5,-5,-5,-5,3
2747,2,-5,-5,8000,1,8840,-5,-5
2748,2,5000,1,3000,3,-5,-5,1
2749,2,2519,3,2000,1,7540,9984,1
2750,2,5550,1,15800,1,21730,25600,1
2751,1,8800,1,13000,1,0,0,1
2752,2,3500,1,-5,-5,0,-5,4
2753,1,0,1,0,1,0,0,1
2754,1,-5,-5,12000,1,4500,25000,-5
2755,1,4000,1,13500,1,16000,15000,1
2756,1,0,1,0,1,0,0,1
2757,1,8900,1,13500,1,18000,24000,1
2758,1,-5,-5,-5,-5,-5,-5,-5
2759,1,11000,1,-5,-5,-5,-5,-5
2760,1,-5,-5,-5,-5,-5,-5,-5
2761,1,-5,-5,7499,1,13248,20000,1
2762,1,3000,1,9000,1,11000,13000,1
2763,1,-5,-5,9000,1,13500,18000,1
2764,1,800,1,9000,1,7200,11000,1
2765,1,-5,-5,500,4,10000,-5,-5
2766,1,-5,-5,-5,-5,-5,-5,2
2767,1,2500,1,-5,-5,-5,-5,-5
2768,1,3700,4,10000,1,23000,30000,1
2769,1,4964,1,9000,1,13000,19000,1
2770,1,3000,3,750,1,8400,11000,1
2771,1,-5,-5,-5,-5,9024,11000,1
2772,1,12000,1,24200,1,21000,38000,1
2773,1,-5,-5,-5,-5,-5,-5,-5
2774,1,2054,4,-5,-5,-5,-5,-5
2775,1,10000,1,26000,1,0,0,1
2776,1,10000,1,20000,1,-4,0,1
2777,1,-5,-5,-5,-5,-5,-5,-5
2778,1,4800,1,-5,-5,7500,11000,1
2779,2,6000,1,-5,-5,-5,-5,-5
2780,1,-5,-5,6000,1,-5,18200,1
2781,1,-5,-5,-5,-5,-5,-5,-5
2782,2,2880,4,0,1,0,0,1
2783,2,5000,4,5000,1,16120,20800,-5
2784,1,3000,1,140,3,-5,-5,-5
2785,1,4600,1,9000,1,17900,17000,-5
2786,2,-5,-5,-5,-5,-5,-5,-5
2787,2,-5,-5,11000,1,14000,20153,1
2788,2,3500,1,-5,-5,-5,-5,1
2789,2,3328,1,0,6,0,0,8
2790,2,4940,1,7500,1,8000,10000,1
2791,1,-5,-5,11000,1,11500,14500,1
2792,2,3000,3,15000,1,18000,10000,1
2793,1,0,8,4500,1,-4,4000,3
2794,1,-5,-5,10000,1,8000,18000,1
2795,1,-5,-5,-5,-5,-5,-5,-5
2796,1,-5,-5,17000,1,20000,-1,1
2797,1,2900,1,-5,-5,-5,-5,-5
2798,2,4500,1,11200,1,14664,15000,1
2799,1,11000,3,50000,1,-5,-5,-5
2800,1,7000,1,-5,-5,-5,-5,-5
2801,1,9100,1,-5,-5,-5,-5,-5
2802,1,7000,1,-5,-5,-5,-5,-5
2803,1,1200,1,8000,1,10530,13500,1
2804,1,0,1,0,1,0,0,2
2805,2,5000,1,7000,1,10000,12600,2
