"R0000100","R0002300","R0385200","R0543950","R0682100"
4783,1,1,-5,1
4784,1,1,1,-5
4785,1,1,6,1
4786,1,-5,1,1
4787,1,4,1,1
4788,1,1,1,1
4789,1,1,1,1
4790,1,1,1,1
4791,1,1,1,1
4792,1,1,1,1
4793,1,1,1,1
4794,1,3,1,1
4795,1,-5,1,1
4796,1,3,1,2
4797,1,-5,-5,-5
4798,1,3,-5,1
4799,1,1,1,1
4800,1,1,1,1
4801,1,-5,-5,-5
4802,1,1,3,-5
4803,1,1,1,1
4804,1,1,1,1
4805,1,1,1,1
4806,1,1,1,1
4807,1,1,1,1
4808,1,1,1,-5
4809,1,1,-5,-5
4810,1,1,1,1
4811,1,3,1,1
4812,1,1,-5,-5
4813,2,1,-5,-5
4814,2,1,-5,-5
4815,2,1,-5,-5
4816,2,1,-5,1
4817,2,-5,-5,-5
4818,2,1,1,1
4819,2,1,1,1
4820,2,-5,-5,-5
4821,1,1,1,1
4822,1,1,1,1
4823,1,1,1,1
4824,1,1,1,1
4825,1,-5,-5,-5
4826,1,-5,-5,-5
4827,1,3,1,1
4828,1,-5,-5,-5
4829,1,1,-5,-5
4830,1,3,-5,-5
4831,1,-5,1,1
4832,1,1,1,3
4833,1,1,1,-5
4834,1,1,1,1
4835,1,1,1,1
4836,1,-5,-5,-5
4837,1,1,1,1
4838,1,1,1,1
4839,1,4,1,1
4840,1,1,1,-5
4841,1,1,1,-5
4842,1,1,1,1
4843,1,1,1,1
4844,1,1,1,1
4845,1,3,1,-5
4846,1,4,-5,-5
4847,1,4,1,1
4848,1,4,-5,-5
4849,1,1,1,1
4850,2,1,-5,-5
4851,2,1,1,1
4852,1,2,2,6
4853,2,-5,-5,-5
4854,2,-5,1,2
4855,2,8,-5,-5
4856,2,3,-5,8
4857,1,-5,1,1
4858,1,1,1,1
4859,2,1,-5,-5
4860,2,4,1,1
4861,2,1,1,-5
4862,2,1,1,1
4863,2,1,1,1
4864,2,1,1,1
4865,2,1,1,1
4866,2,-5,3,-5
4867,1,-5,-5,-5
4868,2,3,1,1
4869,1,1,1,3
4870,1,1,1,1
4871,1,1,1,-5
4872,1,1,1,1
4873,1,1,1,1
4874,1,1,1,1
4875,2,1,1,1
4876,2,-5,-5,-5
4877,2,3,2,1
4878,2,-5,-5,-5
4879,1,1,1,1
4880,2,2,1,1
4881,2,-5,1,-5
4882,2,1,1,1
4883,2,1,1,1
4884,2,-5,8,-5
4885,2,1,1,-5
4886,2,1,1,1
4887,2,8,1,1
4888,2,1,1,1
4889,2,1,1,1
4890,1,1,1,1
4891,2,-5,-5,-5
4892,2,1,1,-5
4893,2,1,-5,-5
4894,2,1,1,1
4895,2,1,1,1
4896,2,1,1,1
4897,1,-5,-5,-5
4898,1,1,1,1
4899,1,1,1,1
4900,2,-5,-5,-5
4901,1,-5,-5,-5
4902,1,1,2,1
4903,2,4,1,1
4904,1,1,1,1
4905,1,1,1,1
4906,1,1,1,1
4907,2,1,-5,1
4908,2,1,1,1
4909,1,1,-5,1
4910,2,1,1,-5
4911,2,-5,1,1
4912,1,1,1,1
4913,1,1,1,1
4914,2,1,2,1
4915,2,3,1,1
4916,2,1,1,1
4917,1,6,6,6
4918,1,1,2,1
4919,1,1,1,1
4920,2,1,1,1
4921,2,6,-5,-5
4922,2,1,-5,-5
4923,2,1,1,1
4924,2,1,1,3
4925,2,-5,-5,-5
4926,2,1,2,1
4927,1,1,1,1
4928,1,1,1,-5
4929,1,1,1,2
4930,2,1,3,1
4931,2,1,1,1
4932,2,1,3,3
4933,2,-5,-5,-5
4934,2,1,1,1
4935,2,-5,-5,-5
4936,2,1,1,1
4937,2,1,1,1
4938,2,1,1,1
4939,2,-5,-5,-5
4940,2,1,1,1
4941,2,-5,-5,-5
4942,2,-5,-5,-5
4943,2,1,1,1
4944,2,-5,1,1
4945,2,-5,1,1
4946,2,1,1,1
4947,2,1,1,-5
4948,2,1,1,-5
4949,1,1,1,1
4950,2,1,1,2
4951,1,6,6,6
4952,1,1,1,1
4953,1,4,1,1
4954,2,1,-5,-5
4955,2,1,1,1
4956,1,1,-5,-5
4957,2,1,1,1
4958,2,1,1,3
4959,2,1,1,1
4960,2,1,1,1
4961,2,1,1,1
4962,2,1,-5,-5
4963,2,1,3,-5
4964,2,3,1,1
4965,2,1,1,1
4966,2,3,-5,-5
4967,2,1,-5,1
4968,2,-5,-5,-5
4969,2,1,1,8
4970,2,1,1,1
4971,2,1,2,1
4972,2,1,1,1
4973,2,1,1,1
4974,2,1,1,1
4975,2,1,1,1
4976,2,1,1,1
4977,2,4,1,1
4978,2,4,1,1
4979,1,2,1,-5
4980,1,1,-5,-5
4981,2,1,1,-5
4982,2,1,-5,-5
4983,2,1,1,1
4984,2,1,1,-5
4985,2,8,6,-5
4986,2,1,3,-5
4987,2,-5,1,1
4988,2,1,1,1
4989,2,-5,-5,-5
4990,2,1,1,1
4991,2,1,1,8
4992,2,1,1,1
4993,2,1,-5,-5
4994,2,1,1,1
4995,2,1,1,1
4996,2,1,1,1
4997,2,1,1,1
4998,1,1,1,1
4999,2,1,1,1
5000,2,1,1,-5
5001,2,1,1,1
5002,2,-5,-5,-5
5003,2,1,1,-5
5004,2,1,1,1
5005,2,-5,-5,-5
5006,2,2,-5,1
5007,2,1,-5,-5
5008,2,1,1,1
5009,2,1,1,1
5010,2,1,2,3
5011,2,1,1,1
5012,1,-5,1,-5
5013,1,1,1,1
5014,1,-5,-5,-5
5015,1,-5,-5,-5
5016,1,3,-5,-5
5017,1,1,1,1
5018,1,1,1,1
5019,1,1,-5,-5
5020,2,1,1,1
5021,1,1,1,1
5022,1,1,1,1
5023,1,1,1,1
5024,1,1,3,1
5025,1,1,1,1
5026,1,1,3,3
5027,1,1,3,1
5028,1,1,2,1
5029,2,1,3,1
5030,1,1,1,1
5031,2,1,1,1
5032,1,2,3,-5
5033,1,1,1,6
5034,1,-5,-5,-5
5035,1,1,-5,1
5036,1,-5,4,1
5037,1,1,1,1
5038,1,-5,-5,-5
5039,1,1,1,1
5040,1,1,1,1
5041,1,1,-5,-5
5042,1,-5,-5,1
5043,2,-5,-5,-5
5044,2,-5,3,-5
5045,1,1,-5,-5
5046,1,1,3,1
5047,1,-5,-5,1
5048,1,1,2,-5
5049,1,-5,-5,-5
5050,1,1,4,1
5051,1,3,1,1
5052,1,-5,1,1
5053,1,2,1,1
5054,1,1,1,1
5055,1,1,1,1
5056,1,-5,3,-5
5057,1,1,1,-5
5058,1,1,1,1
5059,1,1,1,1
5060,1,-5,1,1
5061,1,1,1,1
5062,1,1,1,1
5063,1,-5,-5,-5
5064,1,-5,1,1
5065,1,1,-5,2
5066,1,1,-5,-5
5067,1,-5,-5,1
5068,1,1,1,1
5069,1,1,1,1
5070,1,-5,-5,-5
5071,1,1,1,1
5072,1,-5,-5,-5
5073,1,1,1,1
5074,1,1,1,1
5075,1,1,1,1
5076,1,1,1,1
5077,1,1,-5,1
5078,1,-5,1,1
5079,2,3,-5,-5
5080,2,1,-5,-5
5081,1,1,1,1
5082,1,3,8,-5
5083,2,1,1,1
5084,2,1,1,1
5085,2,1,-5,-5
5086,2,-5,-5,-5
5087,2,3,6,1
5088,2,1,1,1
5089,2,1,1,1
5090,2,-5,-5,3
5091,2,-5,1,1
5092,2,1,1,1
5093,2,1,1,-5
5094,2,-5,-5,-5
5095,2,-5,-5,-5
5096,2,1,-5,3
5097,2,1,1,1
5098,1,1,1,1
5099,1,1,1,-5
5100,1,1,1,1
5101,1,1,1,1
5102,2,1,1,1
5103,2,1,1,1
5104,2,3,1,3
5105,2,1,1,-5
5106,2,1,1,1
5107,1,2,1,-5
5108,1,1,1,1
5109,2,1,-5,1
5110,1,-5,1,1
5111,2,-5,-5,-5
5112,2,1,-5,-5
5113,1,1,1,1
5114,1,1,-5,-5
5115,2,1,1,1
5116,1,1,1,1
5117,1,1,1,1
5118,1,-5,-5,1
5119,2,1,-5,-5
5120,2,1,1,6
5121,2,1,3,-5
5122,2,1,1,3
5123,2,1,1,1
5124,1,1,1,1
5125,1,-5,-5,-5
5126,1,1,1,1
5127,1,1,1,1
5128,1,1,1,1
5129,1,1,1,1
5130,1,1,-5,-5
5131,1,1,1,6
5132,1,1,1,1
5133,2,-5,-5,-5
5134,1,1,1,1
5135,1,1,1,1
5136,1,1,-5,-5
5137,1,1,1,2
5138,1,-5,-5,-5
5139,1,1,1,1
5140,1,-5,1,1
5141,1,-5,-5,-5
5142,1,1,1,-5
5143,1,1,1,1
5144,1,1,1,1
5145,1,1,1,2
5146,1,2,1,2
5147,1,1,-5,-5
5148,1,1,1,-5
5149,1,1,1,1
5150,1,1,1,1
5151,1,1,1,-5
5152,2,1,1,3
5153,2,1,1,1
5154,2,1,6,-5
5155,2,1,-5,-5
5156,2,1,3,1
5157,2,-5,-5,-5
5158,2,-5,-5,-5
5159,2,3,1,8
5160,2,-5,-5,-5
5161,2,1,1,-5
5162,2,1,1,1
5163,2,1,1,-5
5164,2,-5,-5,-5
5165,1,2,1,2
5166,2,1,1,3
5167,2,2,2,2
5168,2,3,1,1
5169,2,-5,-5,-5
5170,2,-5,-5,-5
5171,2,2,1,3
5172,2,1,1,1
5173,2,1,1,1
5174,2,2,1,-5
5175,2,1,-5,-5
5176,2,1,1,1
5177,2,1,1,2
5178,2,-5,-5,-5
5179,2,1,1,1
5180,1,1,-5,-5
5181,1,1,-5,-5
5182,1,-5,-5,-5
5183,1,1,1,-5
5184,1,1,1,-5
5185,1,1,1,1
5186,1,1,1,1
5187,1,-5,1,1
5188,1,-5,-5,-5
5189,2,2,-5,1
5190,2,-5,-5,-5
5191,2,1,1,1
5192,1,8,1,-5
5193,2,1,1,1
5194,1,1,1,1
5195,1,6,6,8
5196,1,1,1,-5
5197,2,3,-5,-5
5198,2,-5,-5,-5
5199,2,1,1,1
5200,2,2,1,1
5201,2,-5,-5,-5
5202,2,1,-5,-5
5203,2,-5,-5,1
5204,2,4,1,-5
5205,1,-5,1,1
5206,1,1,1,-5
5207,1,-5,-5,-5
5208,2,1,-5,-5
5209,2,-5,-5,-5
5210,1,1,1,1
5211,1,-5,1,1
5212,2,1,1,1
5213,2,1,1,-5
5214,2,3,8,8
5215,2,2,-5,3
5216,2,-5,-5,-5
5217,1,-5,-5,-5
5218,1,-5,1,-5
5219,1,1,1,-5
5220,1,1,1,1
5221,1,1,1,1
5222,1,-5,-5,-5
5223,2,-5,-5,-5
5224,2,1,1,1
5225,2,3,1,2
